age,workclass,education,education_num,marital-status,occupation,relationship,race,sex,hours-per-week,Income
65, Private, 1st-4th,2, Married-civ-spouse, Other-service, Husband, White, Male,35, <=50K.
20, Private, HS-grad,9, Never-married, Tech-support, Own-child, White, Female,32, <=50K.
18, Private, 11th,7, Never-married, Other-service, Own-child, White, Female,20, <=50K.
45, Private, Bachelors,13, Married-spouse-absent, Prof-specialty, Unmarried, White, Female,38, <=50K.
55, Self-emp-inc, HS-grad,9, Separated, Sales, Not-in-family, White, Female,60, <=50K.
43, Private, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Male,40, <=50K.
21, Private, Some-college,10, Never-married, Sales, Own-child, Black, Female,35, <=50K.
28, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,40, <=50K.
23, Private, Assoc-acdm,12, Never-married, Machine-op-inspct, Unmarried, White, Male,40, <=50K.
28, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, <=50K.
21, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,43, >50K.
23, Private, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, White, Male,40, <=50K.
63, Private, HS-grad,9, Widowed, Exec-managerial, Not-in-family, White, Male,40, <=50K.
60, Federal-gov, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, >50K.
32, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,40, <=50K.
33, Private, HS-grad,9, Never-married, Other-service, Own-child, Black, Female,40, <=50K.
30, Private, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,40, <=50K.
68, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,25, <=50K.
53, Local-gov, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,45, >50K.
36, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, >50K.
23, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,50, <=50K.
26, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Black, Male,40, <=50K.
42, State-gov, Bachelors,13, Never-married, Prof-specialty, Unmarried, White, Male,38, <=50K.
20, Private, HS-grad,9, Never-married, Sales, Own-child, White, Male,40, <=50K.
53, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,45, <=50K.
36, Private, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,40, <=50K.
47, Private, Some-college,10, Separated, Prof-specialty, Not-in-family, Black, Male,40, <=50K.
35, Private, Assoc-acdm,12, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,40, <=50K.
32, Private, Bachelors,13, Never-married, Prof-specialty, Own-child, Black, Female,40, <=50K.
41, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, >50K.
22, Private, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,48, <=50K.
28, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, >50K.
42, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, <=50K.
51, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,50, >50K.
33, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, >50K.
22, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,45, <=50K.
60, Private, HS-grad,9, Divorced, Sales, Other-relative, White, Female,33, <=50K.
50, Self-emp-not-inc, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, >50K.
58, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,16, <=50K.
22, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,60, <=50K.
47, State-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, >50K.
28, Private, Bachelors,13, Never-married, Sales, Own-child, White, Male,50, <=50K.
38, Self-emp-inc, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, >50K.
67, State-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,30, <=50K.
76, Self-emp-inc, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, >50K.
41, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,55, >50K.
57, Self-emp-inc, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, >50K.
22, Private, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,40, <=50K.
38, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, <=50K.
30, Private, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Wife, Other, Female,40, >50K.
30, Self-emp-inc, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,40, >50K.
27, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,40, <=50K.
22, Private, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,20, <=50K.
40, Self-emp-inc, 11th,7, Married-civ-spouse, Exec-managerial, Husband, White, Male,20, >50K.
73, Private, Bachelors,13, Divorced, Farming-fishing, Other-relative, White, Female,12, <=50K.
23, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,6, <=50K.
51, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, >50K.
29, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, <=50K.
46, Private, Masters,14, Never-married, Exec-managerial, Unmarried, White, Male,40, <=50K.
29, Self-emp-inc, HS-grad,9, Never-married, Exec-managerial, Not-in-family, Black, Female,16, <=50K.
34, Private, Bachelors,13, Never-married, Sales, Own-child, White, Female,35, <=50K.
38, Self-emp-not-inc, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,48, <=50K.
62, Private, Doctorate,16, Never-married, Exec-managerial, Not-in-family, White, Male,50, >50K.
30, State-gov, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,50, <=50K.
20, Private, Some-college,10, Never-married, Tech-support, Own-child, White, Male,40, <=50K.
40, Private, 11th,7, Divorced, Other-service, Unmarried, Black, Female,36, <=50K.
37, Local-gov, HS-grad,9, Separated, Protective-serv, Not-in-family, White, Male,35, <=50K.
56, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,40, <=50K.
63, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, <=50K.
25, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Male,40, <=50K.
40, Self-emp-not-inc, HS-grad,9, Separated, Craft-repair, Own-child, White, Male,40, <=50K.
53, Private, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,40, <=50K.
23, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Black, Female,40, <=50K.
32, Private, 10th,6, Never-married, Farming-fishing, Unmarried, Black, Female,40, <=50K.
33, Private, Some-college,10, Divorced, Other-service, Not-in-family, White, Female,40, <=50K.
50, Local-gov, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,40, <=50K.
37, Private, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, White, Male,40, <=50K.
29, Private, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,15, <=50K.
28, Private, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,40, <=50K.
46, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, >50K.
42, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, >50K.
21, Self-emp-not-inc, 9th,5, Never-married, Sales, Own-child, White, Male,30, <=50K.
24, Private, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Male,30, <=50K.
53, Private, 9th,5, Divorced, Craft-repair, Not-in-family, White, Male,50, <=50K.
54, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,45, <=50K.
36, Private, Assoc-voc,11, Divorced, Sales, Unmarried, White, Female,40, <=50K.
52, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,40, <=50K.
71, Private, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,25, <=50K.
36, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, <=50K.
52, Private, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, <=50K.
38, Private, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,48, <=50K.
56, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,40, <=50K.
52, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,40, >50K.
55, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,40, <=50K.
31, Private, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,45, <=50K.
51, Self-emp-inc, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,65, <=50K.
23, Private, Bachelors,13, Never-married, Other-service, Not-in-family, White, Female,50, <=50K.
40, Private, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, White, Female,40, <=50K.
20, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,28, <=50K.
36, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Male,40, <=50K.
22, Private, Bachelors,13, Never-married, Other-service, Own-child, White, Male,35, <=50K.
49, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,55, >50K.
35, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, >50K.
31, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, <=50K.
43, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,20, <=50K.
48, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,70, <=50K.
53, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,40, <=50K.
26, Private, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Male,40, <=50K.
35, State-gov, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,40, <=50K.
37, Federal-gov, Some-college,10, Never-married, Adm-clerical, Not-in-family, Black, Female,40, <=50K.
55, Local-gov, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,15, <=50K.
27, Local-gov, HS-grad,9, Never-married, Other-service, Own-child, White, Male,45, <=50K.
47, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,45, <=50K.
44, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, >50K.
47, ?, Assoc-voc,11, Married-civ-spouse, ?, Husband, White, Male,45, <=50K.
24, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,45, <=50K.
23, Private, Assoc-acdm,12, Never-married, Adm-clerical, Other-relative, White, Female,70, <=50K.
37, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,32, <=50K.
32, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,60, <=50K.
43, Private, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Female,38, >50K.
30, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,40, <=50K.
36, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,40, >50K.
21, Private, Some-college,10, Divorced, Sales, Not-in-family, White, Female,40, <=50K.
40, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,32, <=50K.
52, Private, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,38, <=50K.
40, Private, Bachelors,13, Married-spouse-absent, Sales, Not-in-family, White, Male,40, >50K.
54, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, >50K.
45, Private, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,50, <=50K.
28, Private, Bachelors,13, Widowed, Other-service, Own-child, White, Male,50, <=50K.
30, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,45, <=50K.
31, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, >50K.
42, Self-emp-inc, Bachelors,13, Divorced, Tech-support, Not-in-family, White, Female,60, >50K.
24, Private, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, <=50K.
45, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, >50K.
51, Local-gov, Doctorate,16, Divorced, Prof-specialty, Not-in-family, White, Female,45, >50K.
29, Self-emp-inc, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,40, >50K.
35, Private, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,40, <=50K.
24, Private, 5th-6th,3, Never-married, Machine-op-inspct, Other-relative, White, Male,40, <=50K.
34, Local-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, <=50K.
29, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female,20, <=50K.
42, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, >50K.
19, ?, Some-college,10, Never-married, ?, Own-child, White, Male,20, <=50K.
33, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,55, >50K.
32, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, <=50K.
34, Private, Masters,14, Married-civ-spouse, Exec-managerial, Wife, White, Female,45, >50K.
27, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, <=50K.
36, Private, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,35, >50K.
39, Local-gov, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,48, <=50K.
33, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, <=50K.
48, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,35, <=50K.
27, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,40, <=50K.
33, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, <=50K.
28, Self-emp-inc, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,40, <=50K.
17, Private, 11th,7, Never-married, Other-service, Own-child, White, Female,16, <=50K.
38, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,44, <=50K.
28, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, <=50K.
22, ?, Some-college,10, Never-married, ?, Not-in-family, White, Female,20, <=50K.
41, Federal-gov, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, <=50K.
42, Private, 9th,5, Never-married, Machine-op-inspct, Other-relative, White, Female,40, <=50K.
36, Private, 7th-8th,4, Never-married, Machine-op-inspct, Unmarried, White, Male,60, <=50K.
37, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, >50K.
38, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, >50K.
55, Local-gov, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, <=50K.
55, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,60, >50K.
36, Private, Some-college,10, Married-spouse-absent, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,40, >50K.
32, ?, Some-college,10, Never-married, ?, Unmarried, Black, Female,40, <=50K.
52, Private, Bachelors,13, Divorced, Adm-clerical, Unmarried, White, Female,45, <=50K.
20, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,20, <=50K.
43, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, >50K.
35, Private, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, Black, Female,40, <=50K.
61, Private, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,37, <=50K.
30, Private, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, <=50K.
38, Federal-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, >50K.
31, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,40, <=50K.
21, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,40, <=50K.
28, State-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Black, Male,40, <=50K.
57, Private, Assoc-voc,11, Divorced, Exec-managerial, Unmarried, White, Female,50, <=50K.
19, Self-emp-inc, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Male,40, <=50K.
18, ?, Some-college,10, Never-married, ?, Own-child, White, Male,45, <=50K.
34, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,35, <=50K.
42, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,52, <=50K.
36, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, >50K.
33, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Black, Male,40, <=50K.
32, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, >50K.
41, Self-emp-inc, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, >50K.
23, Private, Bachelors,13, Never-married, Tech-support, Own-child, White, Female,40, <=50K.
31, Local-gov, Assoc-voc,11, Divorced, Transport-moving, Not-in-family, White, Male,40, <=50K.
38, Private, 10th,6, Never-married, Other-service, Not-in-family, White, Male,40, <=50K.
51, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, <=50K.
36, Local-gov, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Female,40, <=50K.
38, ?, Some-college,10, Married-civ-spouse, ?, Wife, White, Female,40, <=50K.
57, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,40, <=50K.
20, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Female,55, <=50K.
66, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,40, >50K.
22, Private, HS-grad,9, Never-married, Machine-op-inspct, Other-relative, White, Female,40, <=50K.
46, Self-emp-not-inc, 10th,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,99, >50K.
38, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, >50K.
63, ?, 10th,6, Widowed, ?, Not-in-family, Black, Male,40, <=50K.
43, Self-emp-inc, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,60, >50K.
37, Private, HS-grad,9, Married-civ-spouse, Tech-support, Wife, Black, Female,35, <=50K.
22, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,20, <=50K.
58, Private, HS-grad,9, Divorced, Sales, Unmarried, White, Female,23, <=50K.
43, Private, HS-grad,9, Widowed, Transport-moving, Unmarried, Black, Male,40, <=50K.
55, Local-gov, Masters,14, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,38, <=50K.
45, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, <=50K.
48, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, >50K.
36, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, >50K.
73, Self-emp-not-inc, 7th-8th,4, Never-married, Adm-clerical, Not-in-family, White, Female,99, <=50K.
29, Local-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,40, <=50K.
36, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, >50K.
57, Self-emp-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, >50K.
25, ?, Some-college,10, Divorced, ?, Unmarried, White, Female,40, <=50K.
32, Private, Assoc-voc,11, Separated, Tech-support, Own-child, White, Male,40, <=50K.
34, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,40, >50K.
20, Private, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, White, Female,20, <=50K.
51, Self-emp-inc, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,40, <=50K.
51, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, <=50K.
45, Self-emp-not-inc, Some-college,10, Divorced, Exec-managerial, Not-in-family, Black, Male,48, <=50K.
68, Self-emp-not-inc, HS-grad,9, Widowed, Craft-repair, Not-in-family, White, Female,35, <=50K.
73, Private, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,40, <=50K.
18, Private, 7th-8th,4, Never-married, Other-service, Own-child, Black, Male,20, <=50K.
35, Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, <=50K.
58, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, >50K.
38, Private, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,55, <=50K.
62, ?, Some-college,10, Divorced, ?, Not-in-family, White, Female,40, <=50K.
31, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, <=50K.
18, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,40, <=50K.
35, Private, Some-college,10, Never-married, Tech-support, Own-child, White, Female,32, <=50K.
51, Private, Masters,14, Divorced, Other-service, Not-in-family, Black, Female,18, >50K.
49, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,44, >50K.
51, Local-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,55, <=50K.
28, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, <=50K.
21, ?, Assoc-acdm,12, Never-married, ?, Not-in-family, White, Male,48, <=50K.
32, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,40, >50K.
50, State-gov, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,40, >50K.
47, Federal-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,40, >50K.
54, Private, HS-grad,9, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,38, <=50K.
41, Private, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Male,45, <=50K.
29, Private, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,40, <=50K.
52, Self-emp-not-inc, 10th,6, Married-civ-spouse, Exec-managerial, Wife, Black, Female,40, <=50K.
19, ?, Some-college,10, Never-married, ?, Other-relative, White, Male,40, <=50K.
33, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, >50K.
37, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,55, <=50K.
62, ?, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,15, <=50K.
27, Private, Assoc-voc,11, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,40, <=50K.
46, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, >50K.
45, State-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,50, >50K.
35, Private, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, <=50K.
32, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,45, <=50K.
32, State-gov, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, >50K.
36, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,55, <=50K.
62, ?, 7th-8th,4, Married-civ-spouse, ?, Husband, White, Male,10, <=50K.
33, Federal-gov, HS-grad,9, Never-married, Transport-moving, Not-in-family, Black, Male,34, <=50K.
51, Private, Some-college,10, Married-spouse-absent, Transport-moving, Unmarried, White, Male,40, <=50K.
29, Private, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,40, <=50K.
29, State-gov, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, <=50K.
52, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, Black, Female,32, <=50K.
33, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, Black, Female,40, <=50K.
32, Private, Some-college,10, Divorced, Farming-fishing, Unmarried, White, Female,40, <=50K.
35, State-gov, HS-grad,9, Never-married, Protective-serv, Own-child, White, Male,40, <=50K.
23, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,40, <=50K.
56, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,70, <=50K.
41, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,40, <=50K.
33, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,40, <=50K.
35, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, >50K.
76, Self-emp-not-inc, Some-college,10, Widowed, Sales, Not-in-family, White, Male,20, <=50K.
38, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,50, <=50K.
42, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,40, <=50K.
45, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, >50K.
22, Private, Some-college,10, Married-civ-spouse, Tech-support, Wife, White, Female,40, <=50K.
30, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,65, >50K.
59, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,40, <=50K.
33, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, <=50K.
30, Local-gov, Assoc-acdm,12, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, <=50K.
43, Private, HS-grad,9, Divorced, Adm-clerical, Own-child, White, Female,40, <=50K.
26, Private, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,20, <=50K.
34, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, >50K.
53, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,40, <=50K.
26, Private, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,40, <=50K.
66, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, <=50K.
34, Private, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,45, <=50K.
57, Self-emp-not-inc, 7th-8th,4, Widowed, Farming-fishing, Unmarried, White, Male,40, <=50K.
30, Private, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,40, <=50K.
18, ?, Some-college,10, Never-married, ?, Not-in-family, White, Female,20, <=50K.
23, Private, Bachelors,13, Never-married, Handlers-cleaners, Own-child, White, Male,25, <=50K.
35, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,50, >50K.
40, Private, Bachelors,13, Never-married, Sales, Own-child, White, Female,40, <=50K.
45, Federal-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, >50K.
28, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, <=50K.
35, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, >50K.
17, ?, 11th,7, Widowed, ?, Own-child, White, Male,40, <=50K.
51, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,60, <=50K.
47, Private, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,30, <=50K.
27, ?, Some-college,10, Divorced, ?, Own-child, White, Male,25, <=50K.
24, Local-gov, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,48, <=50K.
52, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,40, <=50K.
20, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,53, <=50K.
